City,Address,Bedrooms,Bathrooms,Province,Population,Median_Family_Income,Type,Garage,Year_Built,Lot_Area,SqFt,Price
Oshawa,15 THOMAS BIRD ST,4,3,Ontario,335949,102000.0,House,,,5673.0,,999900.0
Oshawa,91 WESTMOUNT ST,3,2,Ontario,335949,102000.0,House,,,4846.0,,669998.0
Oshawa,13 CLOWES ST,5,3,Ontario,335949,102000.0,House,,,5282.5,,749999.0
Oshawa,26 HENRY SMITH AVE,4,4,Ontario,335949,102000.0,House,,,5673.0,,999000.0
Oshawa,961 ROUNDELAY DR,4,2,Ontario,335949,102000.0,House,,,5673.0,,888000.0
Oshawa,24 ANSTEAD CRES,4,4,Ontario,335949,102000.0,House,,,5673.0,,1349900.0
Oshawa,43 LAKE TRAIL WAY,3,4,Ontario,335949,102000.0,House,,,4846.0,,950000.0
Oshawa,16 BROMFIELD ST,4,3,Ontario,335949,102000.0,House,,,5673.0,,999999.0
Oshawa,#TH3 -1030 DUNSLEY WAY,3,3,Ontario,335949,102000.0,House,,,4846.0,,784900.0
Oshawa,75 HARTRICK PL,3,2,Ontario,335949,102000.0,House,,,4846.0,,817700.0
Oshawa,510 ANNANDALE ST,4,3,Ontario,335949,102000.0,House,,,5673.0,,799900.0
Oshawa,101 ARDWICK ST,4,2,Ontario,335949,102000.0,House,,,5673.0,,899900.0
Oshawa,#PH900 -45 CUMBERLAND LANE,3,4,Ontario,335949,102000.0,House,,,4846.0,,2199800.0
Oshawa,9 SLATER CRES,6,4,Ontario,335949,102000.0,House,,,,,1198000.0
Oshawa,512 SIMCOE ST N,5,4,Ontario,335949,102000.0,House,,,5282.5,,1349998.0
Oshawa,260 LUPIN DR,3,3,Ontario,335949,102000.0,House,,,4846.0,,919000.0
Oshawa,#106 -340 WATSON ST W,1,1,Ontario,335949,102000.0,House,,,6198.0,,548900.0
Oshawa,1 CONTI CRT,6,3,Ontario,335949,102000.0,House,,,,,1159000.0
Oshawa,1716 DUFFERIN ST,3,2,Ontario,335949,102000.0,House,,,4846.0,,799000.0
Oshawa,85 EXETER RD,4,1,Ontario,335949,102000.0,House,,,5673.0,,788900.0
Oshawa,#908 -340 WATSON ST,3,2,Ontario,335949,102000.0,House,,,4846.0,,1200000.0
Oshawa,20 LOCKYER DR,4,3,Ontario,335949,102000.0,House,,,5673.0,,1390000.0
Oshawa,#6 -384 ARCTIC RED DR,4,4,Ontario,335949,102000.0,House,,,5673.0,,849999.0
Oshawa,46 WILLOWBROOK DR,5,4,Ontario,335949,102000.0,House,,,5282.5,,1199999.0
Oshawa,81 MCMILLAN DR,3,3,Ontario,335949,102000.0,House,,,4846.0,,828000.0
Oshawa,#413 -2550 SIMCOE ST N,2,1,Ontario,335949,102000.0,House,,,5179.5,,499990.0
Oshawa,146 DEWELL CRES,4,3,Ontario,335949,102000.0,House,,,5673.0,,750000.0
Oshawa,1644 CANADORE CRES,3,4,Ontario,335949,102000.0,House,,,4846.0,,945000.0
Oshawa,3293 HOLT RD,0,0,Ontario,335949,102000.0,House,,,,,899000.0
Oshawa,6 WESTFIELD DR,3,3,Ontario,335949,102000.0,House,,,4846.0,,889000.0
Oshawa,#1606 -2550 SIMCOE ST N,1,1,Ontario,335949,102000.0,House,,,6198.0,,495000.0
Oshawa,601 TOWNLINE RD N,3,3,Ontario,335949,102000.0,House,,,4846.0,,2099000.0
Oshawa,1301 WOODSTREAM AVE E,4,4,Ontario,335949,102000.0,House,,,5673.0,,1399000.0
Oshawa,186 ATHABASCA ST,4,2,Ontario,335949,102000.0,House,,,5673.0,,869000.0
Oshawa,37 SERENE CRT,4,5,Ontario,335949,102000.0,House,,,5673.0,,1788888.0
Oshawa,1459 GREEN RD,4,3,Ontario,335949,102000.0,House,,,5673.0,,774900.0
Oshawa,#19 -43 TAUNTON RD E,3,3,Ontario,335949,102000.0,House,,,4846.0,,519900.0
Oshawa,99 TOWNLINE RD N,4,3,Ontario,335949,102000.0,House,,,5673.0,,1159000.0
Oshawa,#20 -1720 SIMCOE ST N,3,3,Ontario,335949,102000.0,House,,,4846.0,,495000.0
Oshawa,22 STEAMBOAT WAY,3,3,Ontario,335949,102000.0,House,,,4846.0,,999988.0
Oshawa,20 OLERUD DR,4,4,Ontario,335949,102000.0,House,,,5673.0,,1490000.0
Oshawa,8 CRAWFORD DR,3,4,Ontario,335949,102000.0,House,,,4846.0,,1999998.0
Oshawa,5177 LIBERTY ST N,4,2,Ontario,335949,102000.0,House,,,5673.0,,1399900.0
Oshawa,7470 THICKSON RD N,5,3,Ontario,335949,102000.0,House,,,5282.5,,2499999.0
Oshawa,130 CLOSSON DR,3,3,Ontario,335949,102000.0,House,,,4846.0,,989990.0
Oshawa,1442 NASH RD,4,2,Ontario,335949,102000.0,House,,,5673.0,,829000.0
Oshawa,1030 TIMBERLAND CRES,4,3,Ontario,335949,102000.0,House,,,5673.0,,849000.0
Oshawa,325 BUENA VISTA AVE,4,2,Ontario,335949,102000.0,House,,,5673.0,,649000.0
Oshawa,9 VICKERY ST,4,4,Ontario,335949,102000.0,House,,,5673.0,,1499000.0
Oshawa,29 OUELLETTE DR,4,5,Ontario,335949,102000.0,House,,,5673.0,,1399999.0
Oshawa,30 FILLY PATH,4,3,Ontario,335949,102000.0,House,,,5673.0,,699900.0
Oshawa,#1201 -55 WILLIAM ST E,1,1,Ontario,335949,102000.0,House,,,6198.0,,359900.0
Oshawa,#06 -492 SALEM RD S,3,4,Ontario,335949,102000.0,House,,,4846.0,,770000.0
Oshawa,417 ROSSMOUNT AVE,5,3,Ontario,335949,102000.0,House,,,5282.5,,1099900.0
Oshawa,#1401 -2550 SIMCOE ST N,1,1,Ontario,335949,102000.0,House,,,6198.0,,499000.0
Oshawa,1076 KING ST E,5,4,Ontario,335949,102000.0,House,,,5282.5,,1100000.0
Oshawa,208 DEARBORN ST,4,3,Ontario,335949,102000.0,House,,,5673.0,,700000.0
Oshawa,51 DEVINERIDGE AVE,4,4,Ontario,335949,102000.0,House,,,5673.0,,999900.0
Oshawa,15 AUDUBON ST,4,4,Ontario,335949,102000.0,House,,,5673.0,,1649900.0
Oshawa,502 HARRIS,3,2,Ontario,335949,102000.0,House,,,4846.0,,759900.0
Oshawa,146 ADMIRAL RD,3,3,Ontario,335949,102000.0,House,,,4846.0,,699000.0
Oshawa,1247 REXTON DR S,4,3,Ontario,335949,102000.0,House,,,5673.0,,899000.0
Oshawa,#2315 -2550 SIMCOE ST N,2,2,Ontario,335949,102000.0,House,,,5179.5,,549000.0
Oshawa,44 ST AUGUSTINE DR,4,3,Ontario,335949,102000.0,House,,,5673.0,,1549900.0
Oshawa,42 ST AUGUSTINE DR,4,3,Ontario,335949,102000.0,House,,,5673.0,,1474900.0
Oshawa,995 CEDAR ST,3,2,Ontario,335949,102000.0,House,,,4846.0,,1050000.0
Oshawa,2100 TAUNTON RD,6,6,Ontario,335949,102000.0,House,,,,,7500000.0
Oshawa,74 AMBEREEN PL,4,4,Ontario,335949,102000.0,House,,,5673.0,,765000.0
Oshawa,505 COLBORNE ST E,4,2,Ontario,335949,102000.0,House,,,5673.0,,1074900.0
Oshawa,758 GLENFOREST ST,5,2,Ontario,335949,102000.0,House,,,5282.5,,855000.0
Oshawa,202 CADILLAC AVE S,5,2,Ontario,335949,102000.0,House,,,5282.5,,745000.0
Oshawa,869 REXTON DR,4,4,Ontario,335949,102000.0,House,,,5673.0,,1365000.0
Oshawa,82 WATERSIDE WAY,3,3,Ontario,335949,102000.0,House,,,4846.0,,859000.0
Oshawa,234 BROOKHILL BLVD,3,3,Ontario,335949,102000.0,House,,,4846.0,,849900.0
Oshawa,48 HILLS RD,5,3,Ontario,335949,102000.0,House,,,5282.5,,1199999.0
Oshawa,15 KNIGHTS RD,3,2,Ontario,335949,102000.0,House,,,4846.0,,729999.0
Oshawa,59 BAYARDO DR,3,3,Ontario,335949,102000.0,House,,,4846.0,,1089500.0
Oshawa,1628 ROSSLAND RD E,5,4,Ontario,335949,102000.0,House,,,5282.5,,1550000.0
Oshawa,#11 -113 CHAPMAN DR,2,2,Ontario,335949,102000.0,House,,,5179.5,,624900.0
Oshawa,59 WAYWELL ST,7,6,Ontario,335949,102000.0,House,,,,,2250000.0
Oshawa,40 NEARCO CRES,2,2,Ontario,335949,102000.0,House,,,5179.5,,724900.0
Oshawa,113 CHAPMAN Drive,2,2,Ontario,335949,102000.0,House,,,5179.5,,624900.0
Oshawa,#96 -96 DALLOTTO LANE,3,3,Ontario,335949,102000.0,House,,,4846.0,,879000.0
Oshawa,1711 ESTERBROOK DR,5,4,Ontario,335949,102000.0,House,,,5282.5,,1449000.0
Oshawa,#61 -1119 ORMOND DR,3,4,Ontario,335949,102000.0,House,,,4846.0,,699000.0
Oshawa,#103 -124 ASPEN SPRINGS DR,2,1,Ontario,335949,102000.0,House,,,5179.5,,499999.0
Oshawa,29 GARSIDE AVE,4,5,Ontario,335949,102000.0,House,,,5673.0,,1799000.0
Oshawa,263 HAIG ST,5,2,Ontario,335949,102000.0,House,,,5282.5,,685000.0
Oshawa,36 RICHMOND ST E,4,2,Ontario,335949,102000.0,House,,,5673.0,,539900.0
Oshawa,2772 DEPUTY MINISTER PATH,3,3,Ontario,335949,102000.0,House,,,4846.0,,748800.0
Oshawa,506 DANKS RIDGE DR,3,4,Ontario,335949,102000.0,House,,,4846.0,,969000.0
Oshawa,1617 NORWILL CRES,3,2,Ontario,335949,102000.0,House,,,4846.0,,849900.0
Oshawa,82 TAMS DR,3,2,Ontario,335949,102000.0,House,,,4846.0,,850000.0
Oshawa,778 OLIVE AVE,5,2,Ontario,335949,102000.0,House,,,5282.5,,850000.0
Oshawa,494 MONTEITH AVE,5,2,Ontario,335949,102000.0,House,,,5282.5,,825000.0
Oshawa,134 CELINA ST,4,2,Ontario,335949,102000.0,House,,,5673.0,,475000.0
Oshawa,2733 TAUNTON RD,4,3,Ontario,335949,102000.0,House,,,5673.0,,1999999.0
Oshawa,3 HOPPE ST,4,3,Ontario,335949,102000.0,House,,,5673.0,,1485000.0
Oshawa,1191 RAVINE RD,4,2,Ontario,335949,102000.0,House,,,5673.0,,769900.0
Oshawa,#1 -601 GALAHAD DR,3,2,Ontario,335949,102000.0,House,,,4846.0,,599000.0
Oshawa,150 TAUNTON RD W,3,2,Ontario,335949,102000.0,House,,,4846.0,,699000.0
Oshawa,4355 GARDEN ST,3,2,Ontario,335949,102000.0,House,,,4846.0,,789000.0
Oshawa,412 WALNUT ST W,4,1,Ontario,335949,102000.0,House,,,5673.0,,850000.0
Oshawa,188 ROYAL NORTHERN PATH,3,3,Ontario,335949,102000.0,House,,,4846.0,,789000.0
Oshawa,335 ST LAWRENCE ST,6,6,Ontario,335949,102000.0,House,,,,,1349900.0
Oshawa,1335 LANGLEY CIRC,4,3,Ontario,335949,102000.0,House,,,5673.0,,1312500.0
Oshawa,123 MILDENHALL PL,4,4,Ontario,335949,102000.0,House,,,5673.0,,1099900.0
Oshawa,2190 COPPERMINE ST,4,3,Ontario,335949,102000.0,House,,,5673.0,,1139900.0
Oshawa,#631 -1900 SIMCOE ST N,0,1,Ontario,335949,102000.0,House,,,,,324999.0
Oshawa,51 ARTHUR MCLAUGHLIN ST,4,3,Ontario,335949,102000.0,House,,,5673.0,,999000.0
Oshawa,115 LAING DR,4,3,Ontario,335949,102000.0,House,,,5673.0,,1099999.0
Oshawa,226 TORONTO AVE,0,0,Ontario,335949,102000.0,House,,,,,439900.0
Oshawa,9 NEARCO CRES,2,2,Ontario,335949,102000.0,House,,,5179.5,,729900.0
Oshawa,12 MOZART CRT,4,4,Ontario,335949,102000.0,House,,,5673.0,,1080000.0
Oshawa,5 NIMMO LANE,3,3,Ontario,335949,102000.0,House,,,4846.0,,1079900.0
Oshawa,48 ARFIELD AVE,4,3,Ontario,335949,102000.0,House,,,5673.0,,1099000.0
Oshawa,#63 -1740 SIMCOE ST N,3,3,Ontario,335949,102000.0,House,,,4846.0,,589900.0
Oshawa,23 COPPINI LANE,3,3,Ontario,335949,102000.0,House,,,4846.0,,948000.0
Oshawa,LT-86 MONARCH AVE,4,4,Ontario,335949,102000.0,House,,,5673.0,,999999.0
Oshawa,27 WATERSIDE WAY,3,3,Ontario,335949,102000.0,House,,,4846.0,,820000.0
Oshawa,110 GIBBONS ST,3,2,Ontario,335949,102000.0,House,,,4846.0,,700000.0
Oshawa,1328 KLONDIKE DR,4,3,Ontario,335949,102000.0,House,,,5673.0,,1139000.0
Oshawa,1296 KLONDIKE DR,4,3,Ontario,335949,102000.0,House,,,5673.0,,1139900.0
Oshawa,839 MAHINA ST,3,2,Ontario,335949,102000.0,House,,,4846.0,,849900.0
Oshawa,1608 BASELINE RD W,3,1,Ontario,335949,102000.0,House,,,4846.0,,649000.0
Oshawa,1680 VICTORIA ST W,3,2,Ontario,335949,102000.0,House,,,4846.0,,2990000.0
Oshawa,104 BROCK ST E,5,3,Ontario,335949,102000.0,House,,,5282.5,,669900.0
Oshawa,3505 COCHRANE ST,5,2,Ontario,335949,102000.0,House,,,5282.5,,2499999.0
Oshawa,1515 DUFFERIN ST,6,4,Ontario,335949,102000.0,House,,,,,1100000.0
Oshawa,#101 -360 WATSON ST W,2,2,Ontario,335949,102000.0,House,,,5179.5,,689900.0
Oshawa,185 DANCE ACT AVE E,4,3,Ontario,335949,102000.0,House,,,5673.0,,1149000.0
Oshawa,290 SHEFFIELD CRT,5,4,Ontario,335949,102000.0,House,,,5282.5,,949000.0
Oshawa,529 CRERAR AVE,5,3,Ontario,335949,102000.0,House,,,5282.5,,889900.0
Oshawa,5 PRINCETON CRT,4,3,Ontario,335949,102000.0,House,,,5673.0,,1175000.0
Oshawa,25 CHARTERHOUSE DR N,4,3,Ontario,335949,102000.0,House,,,5673.0,,1399000.0
Oshawa,507 DUNLOP ST W,4,2,Ontario,335949,102000.0,House,,,5673.0,,975000.0
Oshawa,717 KING ST W,8,5,Ontario,335949,102000.0,House,,,,,1425000.0
Oshawa,1464 GRAND PRAIRIE PATH,4,4,Ontario,335949,102000.0,House,,,5673.0,,860000.0
Oshawa,1004 MCCULLOUGH DR,3,1,Ontario,335949,102000.0,House,,,4846.0,,799900.0
Oshawa,##1802 -2550 SIMCOE ST N,1,1,Ontario,335949,102000.0,House,,,6198.0,,469000.0
Oshawa,#213 -1900 SIMCOE ST N,1,1,Ontario,335949,102000.0,House,,,6198.0,,310000.0
Oshawa,218 HILLSIDE AVE,3,1,Ontario,335949,102000.0,House,,,4846.0,,639000.0
Oshawa,736 WESTDALE ST,5,4,Ontario,335949,102000.0,House,,,5282.5,,1299999.0
Oshawa,1199 PLYMOUTH DR,5,4,Ontario,335949,102000.0,House,,,5282.5,,1299000.0
Oshawa,#523 -1900 SIMCOE ST N,0,1,Ontario,335949,102000.0,House,,,,,349000.0
Oshawa,230 GRABURN AVE,3,2,Ontario,335949,102000.0,House,,,4846.0,,640000.0
Oshawa,2574 STALLION DR,4,4,Ontario,335949,102000.0,House,,,5673.0,,1299900.0
Oshawa,3 FORMOSA AVE,4,4,Ontario,335949,102000.0,House,,,5673.0,,1225000.0
Oshawa,1670 PLEASURE VALLEY Path,4,3,Ontario,335949,102000.0,House,,,5673.0,,790000.0
Oshawa,2757 DEPUTY MINISTER PATH,4,3,Ontario,335949,102000.0,House,,,5673.0,,789000.0
Oshawa,224 CRYSTAL BEACH BLVD,3,2,Ontario,335949,102000.0,House,,,4846.0,,1699000.0
Oshawa,129 HICKORY ST N,3,3,Ontario,335949,102000.0,House,,,4846.0,,999000.0
Oshawa,127 HICKORY ST N,3,3,Ontario,335949,102000.0,House,,,4846.0,,975000.0
Oshawa,125 HICKORY ST N,3,3,Ontario,335949,102000.0,House,,,4846.0,,999000.0
Oshawa,254 ATHOL ST E,5,4,Ontario,335949,102000.0,House,,,5282.5,,790000.0
Oshawa,#213 -1800 SIMCOE ST N,3,3,Ontario,335949,102000.0,House,,,4846.0,,599900.0
Oshawa,270 CONLIN RD E,4,3,Ontario,335949,102000.0,House,,,5673.0,,1650000.0
Oshawa,#36 -1740 SIMCOE ST N,3,3,Ontario,335949,102000.0,House,,,4846.0,,532500.0
Oshawa,121 JOHN ST E,4,2,Ontario,335949,102000.0,House,,,5673.0,,1300000.0
Oshawa,154 ROSSLAND RD E,5,5,Ontario,335949,102000.0,House,,,5282.5,,1799000.0
Oshawa,718 SIMCOE ST S,6,3,Ontario,335949,102000.0,House,,,,,899000.0
Oshawa,2563 LARIDA PATH,3,3,Ontario,335949,102000.0,House,,,4846.0,,774900.0
Oshawa,#90 -1010 GLEN ST,3,2,Ontario,335949,102000.0,House,,,4846.0,,549000.0
Oshawa,500 HARRIS,3,2,Ontario,335949,102000.0,House,,,4846.0,,674900.0
Oshawa,LOT 62 BLOCK 09 SELFRIDGE WAY,5,5,Ontario,335949,102000.0,House,,,5282.5,,1030000.0
Oshawa,412 POMPANO CRT,4,3,Ontario,335949,102000.0,House,,,5673.0,,849000.0
Oshawa,142 COHO DR,4,3,Ontario,335949,102000.0,House,,,5673.0,,979900.0
Oshawa,3350 MIDDLE RD RD,0,0,Ontario,335949,102000.0,House,,,,,4500000.0
Oshawa,250 TOWNLINE RD N,3,3,Ontario,335949,102000.0,House,,,4846.0,,919000.0
Oshawa,87 EXETER RD,5,3,Ontario,335949,102000.0,House,,,5282.5,,849000.0
Oshawa,51 CLEMENTS RD E,5,3,Ontario,335949,102000.0,House,,,5282.5,,1725000.0
Oshawa,79 COLBORNE ST W,2,2,Ontario,335949,102000.0,House,,,5179.5,,625000.0
Oshawa,#03 -498 SALEM RD S,3,4,Ontario,335949,102000.0,House,,,4846.0,,799000.0
Oshawa,89 GUELPH ST,6,5,Ontario,335949,102000.0,House,,,,,1799990.0
Oshawa,276 BLUE HERON DR,4,3,Ontario,335949,102000.0,House,,,5673.0,,949900.0
Oshawa,828 CROWELLS ST,4,4,Ontario,335949,102000.0,House,,,5673.0,,1099900.0
Oshawa,#826 -1900 SIMCOE ST N,1,1,Ontario,335949,102000.0,House,,,6198.0,,275000.0
Oshawa,39 BRAEBROOK DR,5,4,Ontario,335949,102000.0,House,,,5282.5,,1100000.0
Oshawa,47 MONTAGUE AVE,3,3,Ontario,335949,102000.0,House,,,4846.0,,999900.0
Oshawa,1052 DENISE DR,5,3,Ontario,335949,102000.0,House,,,5282.5,,1275000.0
Oshawa,#85 -53 TAUNTON RD E,3,2,Ontario,335949,102000.0,House,,,4846.0,,749000.0
Oshawa,1 DELIGHT WAY,3,4,Ontario,335949,102000.0,House,,,4846.0,,829000.0
Oshawa,117 MERIVALE CRT,5,4,Ontario,335949,102000.0,House,,,5282.5,,1250000.0
Oshawa,721 KING ST W,8,7,Ontario,335949,102000.0,House,,,,,1575000.0
Oshawa,580 DIGBY AVE,6,3,Ontario,335949,102000.0,House,,,,,1299800.0
Oshawa,LOT 4 INVERLYNN WAY,5,4,Ontario,335949,102000.0,House,,,5282.5,,2147382.0
Oshawa,25 & 26 M156,3,2,Ontario,335949,102000.0,House,,,4846.0,,685000.0
Oshawa,381 SIMCOE ST S,10,6,Ontario,335949,102000.0,House,,,,,1395000.0
Oshawa,1721 BROCK ST S,3,3,Ontario,335949,102000.0,House,,,4846.0,,2998900.0
Oshawa,#58 -LOT 58 BLOCK 09 WAY,3,3,Ontario,335949,102000.0,House,,,4846.0,,1049000.0
Oshawa,3799 RUNDLE RD,0,0,Ontario,335949,102000.0,House,,,,,999990.0
Oshawa,250 OKANAGAN PT,3,3,Ontario,335949,102000.0,House,,,4846.0,,949990.0
Oshawa,2571 SOLINA RD,3,2,Ontario,335949,102000.0,House,,,4846.0,,2900000.0
Oshawa,1953 HIGHWAY 2,0,1,Ontario,335949,102000.0,House,,,,,2900000.0
Oshawa,145 BANTING AVE,6,5,Ontario,335949,102000.0,House,,,,,499900.0
Victoria,1106-369 Tyee Rd,1,1,British Columbia,363222,85000.0,House,,,5162.0,,674900.0
Victoria,1403-728 Yates St,2,2,British Columbia,363222,85000.0,House,,,5969.5,,965000.0
Victoria,1727 Adanac St,3,2,British Columbia,363222,85000.0,House,,,5829.0,,1245000.0
Victoria,308-1018 Pentrelew Pl,2,2,British Columbia,363222,85000.0,House,,,5969.5,,1229000.0
Victoria,8-126 Hallowell Rd,2,2,British Columbia,363222,85000.0,House,,,5969.5,,734900.0
Victoria,1004-838 Broughton St,3,2,British Columbia,363222,85000.0,House,,,5829.0,,1695000.0
Victoria,2075 Gourman Pl,6,3,British Columbia,363222,85000.0,House,,,,,999900.0
Victoria,3954 Arbutus Pl,5,7,British Columbia,363222,85000.0,House,,,4604.0,,3190000.0
Victoria,431 Parry St,4,4,British Columbia,363222,85000.0,House,,,5436.0,,2149000.0
Victoria,3153 Stevenson Pl,3,2,British Columbia,363222,85000.0,House,,,5829.0,,1099000.0
Victoria,107-2045 Carrick St,1,1,British Columbia,363222,85000.0,House,,,5162.0,,369900.0
Victoria,1443 Walnut St,3,2,British Columbia,363222,85000.0,House,,,5829.0,,1125000.0
Victoria,9-477 Lampson St,3,1,British Columbia,363222,85000.0,House,,,5829.0,,499999.0
Victoria,2642 Eastdowne Rd,3,3,British Columbia,363222,85000.0,House,,,5829.0,,1449900.0
Victoria,8-1032 Cloverdale Ave,3,4,British Columbia,363222,85000.0,House,,,5829.0,,1099000.0
Victoria,3349 Betula Pl,4,3,British Columbia,363222,85000.0,House,,,5436.0,,1185000.0
Victoria,921 St. Charles St,6,5,British Columbia,363222,85000.0,House,,,,,1949000.0
Victoria,921 St. Charles St,6,5,British Columbia,363222,85000.0,House,,,,,1949000.0
Victoria,209-280 Island Hwy,1,1,British Columbia,363222,85000.0,House,,,5162.0,,450000.0
Victoria,3225 Ernhill Pl,3,3,British Columbia,363222,85000.0,House,,,5829.0,,749900.0
Victoria,307-1106 Glenora Pl,2,2,British Columbia,363222,85000.0,House,,,5969.5,,599900.0
Victoria,652 Moss St,5,4,British Columbia,363222,85000.0,House,,,4604.0,,1395000.0
Victoria,2776 Dufferin Ave,3,2,British Columbia,363222,85000.0,House,,,5829.0,,1799999.0
Victoria,2482 Central Ave,4,2,British Columbia,363222,85000.0,House,,,5436.0,,1649000.0
Victoria,138-2345 Cedar Hill Cross Rd,3,2,British Columbia,363222,85000.0,House,,,5829.0,,979000.0
Victoria,302-517 Fisgard St,1,1,British Columbia,363222,85000.0,House,,,5162.0,,599000.0
Victoria,977 Peace Keeping Cres,4,4,British Columbia,363222,85000.0,House,,,5436.0,,909900.0
Victoria,403-1020 View St,2,2,British Columbia,363222,85000.0,House,,,5969.5,,589900.0
Victoria,106-3259 Alder St,1,1,British Columbia,363222,85000.0,House,,,5162.0,,484900.0
Victoria,986 Citation Rd,4,4,British Columbia,363222,85000.0,House,,,5436.0,,789000.0
Victoria,3825 Synod Rd,4,3,British Columbia,363222,85000.0,House,,,5436.0,,1250000.0
Victoria,984 Citation Rd,4,4,British Columbia,363222,85000.0,House,,,5436.0,,789000.0
Victoria,988 Citation Rd,4,4,British Columbia,363222,85000.0,House,,,5436.0,,799000.0
Victoria,704-363 Tyee Rd,1,1,British Columbia,363222,85000.0,House,,,5162.0,,689900.0
Victoria,726 Danbrook Ave,3,2,British Columbia,363222,85000.0,House,,,5829.0,,569000.0
Victoria,982 Citation Rd,3,3,British Columbia,363222,85000.0,House,,,5829.0,,749000.0
Victoria,501-888 Government St,3,3,British Columbia,363222,85000.0,House,,,5829.0,,2999000.0
Victoria,913-989 Johnson St,2,2,British Columbia,363222,85000.0,House,,,5969.5,,749900.0
Victoria,4172 Glanford Ave,5,4,British Columbia,363222,85000.0,House,,,4604.0,,1699999.0
Victoria,217-1560 Hillside Ave,2,2,British Columbia,363222,85000.0,House,,,5969.5,,519900.0
Victoria,220 Michigan St,0,0,British Columbia,363222,85000.0,House,,,,,2100000.0
Victoria,3372 Wishart Rd,5,4,British Columbia,363222,85000.0,House,,,4604.0,,1100000.0
Victoria,501-757 Tyee Rd,2,2,British Columbia,363222,85000.0,House,,,5969.5,,799000.0
Victoria,1-320 MONTREAL St,2,2,British Columbia,363222,85000.0,House,,,5969.5,,699500.0
Victoria,3342 Hazelwood Rd,6,3,British Columbia,363222,85000.0,House,,,,,1249900.0
Victoria,333 CYRIL OWEN Pl,4,4,British Columbia,363222,85000.0,House,,,5436.0,,1999000.0
Victoria,105-406 Simcoe St,2,2,British Columbia,363222,85000.0,House,,,5969.5,,568000.0
Victoria,202-1033 Cook St,2,2,British Columbia,363222,85000.0,House,,,5969.5,,734500.0
Victoria,216-562 Yates St,0,1,British Columbia,363222,85000.0,House,,,,,559000.0
Victoria,3212 Wetherby Rd,4,2,British Columbia,363222,85000.0,House,,,5436.0,,1098000.0
Victoria,407-909 Pendergast St,1,1,British Columbia,363222,85000.0,House,,,5162.0,,309900.0
Victoria,1994 Fairfield Rd,3,4,British Columbia,363222,85000.0,House,,,5829.0,,2895000.0
Victoria,3381 Haida Dr,4,3,British Columbia,363222,85000.0,House,,,5436.0,,1399000.0
Victoria,1762 Pembroke St,5,4,British Columbia,363222,85000.0,House,,,4604.0,,1699900.0
Victoria,917 Echo Valley Pl,4,3,British Columbia,363222,85000.0,House,,,5436.0,,789000.0
Victoria,566 Walter Ave,3,1,British Columbia,363222,85000.0,House,,,5829.0,,948500.0
Victoria,4550 Torquay Dr,4,3,British Columbia,363222,85000.0,House,,,5436.0,,1269900.0
Victoria,311-3252 Glasgow Ave,2,1,British Columbia,363222,85000.0,House,,,5969.5,,465000.0
Victoria,1815 Feltham Rd,5,5,British Columbia,363222,85000.0,House,,,4604.0,,2199888.0
Victoria,2-4073 Blackberry Lane,3,3,British Columbia,363222,85000.0,House,,,5829.0,,849900.0
Victoria,1144 Camrose Cres,4,2,British Columbia,363222,85000.0,House,,,5436.0,,1175000.0
Victoria,1319 Chan Pl,5,3,British Columbia,363222,85000.0,House,,,4604.0,,1050000.0
Victoria,408-1628 Store St,1,1,British Columbia,363222,85000.0,House,,,5162.0,,634900.0
Victoria,204-1201 Fort St,2,2,British Columbia,363222,85000.0,House,,,5969.5,,849000.0
Victoria,202-1801 Fern St,2,2,British Columbia,363222,85000.0,House,,,5969.5,,549000.0
Victoria,1422 Sandstone Lane,5,5,British Columbia,363222,85000.0,House,,,4604.0,,1450000.0
Victoria,701 Craigflower Rd,2,2,British Columbia,363222,85000.0,House,,,5969.5,,1050000.0
Victoria,M04-456 Pandora Ave,0,1,British Columbia,363222,85000.0,House,,,,,400000.0
Victoria,212-3226 Shelbourne St,2,2,British Columbia,363222,85000.0,House,,,5969.5,,765900.0
Victoria,304-888 Government St,2,2,British Columbia,363222,85000.0,House,,,5969.5,,1200000.0
Victoria,343-770 Fisgard St,1,1,British Columbia,363222,85000.0,House,,,5162.0,,539900.0
Victoria,2225 Windsor Rd,3,2,British Columbia,363222,85000.0,House,,,5829.0,,1350000.0
Victoria,1431 Sandstone Lane,4,3,British Columbia,363222,85000.0,House,,,5436.0,,998888.0
Victoria,104-420 Linden Ave,2,2,British Columbia,363222,85000.0,House,,,5969.5,,750000.0
Victoria,1-707 Greenlea Dr,3,2,British Columbia,363222,85000.0,House,,,5829.0,,1095000.0
Victoria,308-1075 Tillicum Rd,1,1,British Columbia,363222,85000.0,House,,,5162.0,,501900.0
Victoria,119-2500 Florence Lake Rd,2,1,British Columbia,363222,85000.0,House,,,5969.5,,278000.0
Victoria,208-3912 Carey Rd,2,2,British Columbia,363222,85000.0,House,,,5969.5,,669000.0
Victoria,406-3226 Shelbourne St,2,2,British Columbia,363222,85000.0,House,,,5969.5,,639900.0
Victoria,1435 Sandstone Lane,4,3,British Columbia,363222,85000.0,House,,,5436.0,,998888.0
Victoria,1239 Tattersall Dr,3,4,British Columbia,363222,85000.0,House,,,5829.0,,2100000.0
